Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
EVEN THE RAIN,85,88,None,Drama,Spanish (Spain),Icíar Bollaín,"Juan Gordon, Éric Altmayer, Mónica Lozano, Emma Lustres",Paul Laverty,2010-10-14,2012-11-06,$558.3K,1h 44m,,,,
EVERYBODY KNOWS,61,78,R,"Mystery & Thriller, Crime, Drama",Spanish (Spain),Asghar Farhadi,"Alexandre Mallet-Guy, Álvaro Longoria",Asghar Farhadi,2018-11-30,2019-05-07,$2.6M,2h 13m,Focus Features,Dolby Digital,Flat (1.85:1),
JULIETA,74,83,R,Drama,Spanish (Spain),Pedro Almodóvar,Esther García,Pedro Almodóvar,2016-12-21,2017-03-21,$1.5M,1h 36m,Sony Pictures Classics,"Datasat, SDDS, Dolby Digital",,
LIKE WATER FOR CHOCOLATE,84,87,None,Romance,Spanish,Alfonso Arau,Alfonso Arau,Laura Esquivel,1992-02-27,2000-03-14,$14.0M,2h 24m,Miramax Films,"Stereo, Surround",,
LIVE FLESH,87,80,R,Drama,Spanish (Spain),Pedro Almodóvar,Agustín Almodóvar,"Pedro Almodóvar, Ray Loriga, Ruth Rendell",1997-10-12,2016-08-01,,1h 43m,,"Surround, Dolby Digital",35mm,
OPEN YOUR EYES,88,87,R,"Drama, Mystery & Thriller",Spanish (Spain),Alejandro Amenábar,"Fernando Bovaira, José Luis Cuerda","Alejandro Amenábar, Mateo Gil",1997-12-19,2001-08-21,$368.2K,1h 57m,Artisan Entertainment,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
TALK TO HER,93,91,R,"Drama, Romance",Spanish (Spain),Pedro Almodóvar,Agustín Almodóvar,Pedro Almodóvar,2002-11-22,2003-05-27,$9.3M,1h 52m,Sony Pictures Classics,"Surround, Stereo",Scope (2.35:1),
VOLVER,89,91,R,"Comedy, Drama",Spanish (Spain),Pedro Almodóvar,Esther García,Pedro Almodóvar,,2007-04-03,$12.9M,1h 51m,,Dolby Digital,,
A MAN CALLED OVE,87,91,PG-13,"Comedy, Drama",Swedish,Hannes Holm,"Annica Bellander, Nicklas Wikström Nicastro",Hannes Holm,2016-09-30,2017-05-16,$3.4M,1h 56m,Music Box Films,,,
BORDER,76,97,R,"Fantasy, Horror, Mystery & Thriller, Romance",Swedish,Ali Abbasi,"Nina Bisgaard, Peter Gustafsson, Petra Jönsson","Ali Abbasi, Isabella Eklöf, John Ajvide Lindqvist",2018-10-26,2019-02-22,$771.9K,1h 48m,Neon,Dolby Digital,Scope (2.35:1),
LET THE RIGHT ONE IN,90,98,R,Horror,Swedish,Tomas Alfredson,"Carl Molinder, John Nordling",John Ajvide Lindqvist,2008-10-24,2009-03-10,$2.1M,1h 54m,,Dolby SRD,,
SARABAND,87,90,R,Drama,Swedish,Ingmar Bergman,,Ingmar Bergman,2003-12-01,2005-12-20,$645.6K,1h 47m,"Sony Pictures Classics, Sveriges Television (SVT) [se]",Stereo,,
EASY MONEY,63,86,R,"Mystery & Thriller, Crime, Drama",Swedish,Daniel Espinosa,Fredrik Wikström,Maria Karlsson,2012-07-11,2013-03-26,$188.9K,1h 59m,Weinstein Co.,,,
THE GIRL WITH THE DRAGON TATTOO,87,85,R,"Mystery & Thriller, Crime, Drama",Swedish,Niels Arden Oplev,Søren Stærmose,"Rasmus Heisterberg, Nikolaj Arcel",2010-03-19,2010-07-06,$10.1M,2h 32m,Music Box Films,,,
THE SACRIFICE,90,86,PG,Drama,Swedish,Andrei Tarkovsky,Anna-Lena Wibom,Andrei Tarkovsky,1986-05-09,2007-03-01,$61.0K,2h 25m,Orion Pictures,,35mm,
THE SEVENTH SEAL,93,93,None,"Drama, Fantasy",Swedish,Ingmar Bergman,Allan Ekelund,Ingmar Bergman,1956-10-13,2007-12-04,,1h 36m,"Criterion Collection, Embassy Pictures, Janus Films",Mono,,
TOGETHER,89,90,R,"Comedy, Drama",Swedish,Lukas Moodysson,Lars Jönsson,Lukas Moodysson,2001-08-17,2004-02-10,$339,1h 46m,IFC Films,"Dolby SR, Dolby A, DTS, Dolby Stereo, Dolby Digital",Flat (1.85:1),
TEARS OF THE BLACK TIGER,75,75,None,"Action, Comedy",Thai,Wisit Sasanatieng,Nonzee Nimibutr,Wisit Sasanatieng,2007-01-12,2007-04-24,$74.4K,1h 50m,Magnolia Films,,,
BASKIN,47,80,None,"Horror, Fantasy",Turkish,Can Evrenol,Muge Buyuktalas,"Can Evrenol, Ercin Sadikoglu, Cem Ozuduru, Ogulcan Eren Akay",2016-03-25,2016-08-09,,1h 37m,IFC Films,,,
ONCE UPON A TIME IN ANATOLIA,74,93,None,Drama,Turkish,Nuri Bilge Ceylan,Zeynep Ozbatur Atakan,"Ercan Kesal, Ebru Ceylan, Nuri Bilge Ceylan",2012-01-04,2012-05-22,,2h 37m,Cinema Guild,,,
THE TRIBE,69,88,None,"Crime, Drama",Ukrainian,Miroslav Slaboshpitsky,,Miroslav Slaboshpitsky,2015-06-19,2017-02-23,$149.8K,2h 10m,Drafthouse Films,,,
