Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
THE MILK OF SORROW,69,78,,Drama,Spanish,Claudia Llosa,"Antonio Chavarrías, Claudia Llosa, José María Morales",Claudia Llosa,"Aug 27, 2010  Original","Oct 1, 2015",$10.4K,1h 34m,Olive Films,,,
THE SECRET IN THEIR EYES,93,89,R (Language|A Rape Scene|Some Graphic Nudity|Violent Images),"Crime, Drama, Mystery & Thriller",Spanish,Juan José Campanella,"Mariela Besuievski, Juan José Campanella, Gerardo Herrero","Juan José Campanella, Eduardo Sacheri","Apr 16, 2010  Limited","Sep 21, 2010",$6.4M,2h 7m,Sony Pictures Classics,,,
THE SKIN I LIVE IN,84,81,R (Drug Use|Disturbing Violent Content|Strong Sexuality|Graphic Nudity|Language|Sexual Assault),"Drama, Mystery & Thriller",Spanish (Spain),Pedro Almodóvar,"Agustín Almodóvar, Esther García","Pedro Almodóvar, Agustín Almodóvar","Oct 14, 2011  Limited","Mar 6, 2012",$3.2M,2h 0m,Sony Pictures Classics,,,
Y TU MAMÁ TAMBIÉN,88,92,,"Comedy, Drama",Spanish,Alfonso Cuarón,"Alfonso Cuarón, Jorge Vergara","Alfonso Cuarón, Carlos Cuarón","Mar 15, 2002  Wide","Oct 22, 2002",$13.6M,1h 45m,IFC Films,"Surround, Dolby Digital, Dolby A, Dolby SR, Dolby Stereo",,
BAD EDUCATION,86,88,NC-17 (Explicit Sexual Content),"Drama, Crime, Lgbtq+",Spanish (Spain),Pedro Almodóvar,"Agustín Almodóvar, Pedro Almodóvar",Pedro Almodóvar,"Mar 19, 2004  Original","Apr 12, 2005",$5.2M,1h 44m,Sony Pictures Classics,"Surround, Dolby Digital",,
EVEN THE RAIN,85,88,,Drama,Spanish (Spain),Icíar Bollaín,"Juan Gordon, Éric Altmayer, Mónica Lozano, Emma Lustres",Paul Laverty,"Oct 14, 2010  Limited","Nov 6, 2012",$558.3K,1h 44m,,,,
EVERYBODY KNOWS,61,78,R (Some Language),"Mystery & Thriller, Crime, Drama",Spanish (Spain),Asghar Farhadi,"Alexandre Mallet-Guy, Álvaro Longoria",Asghar Farhadi,"Nov 30, 2018  Limited","May 7, 2019",$2.6M,2h 13m,Focus Features,Dolby Digital,Flat (1.85:1),
JULIETA,74,83,R (Some Sexuality/Nudity),Drama,Spanish (Spain),Pedro Almodóvar,Esther García,Pedro Almodóvar,"Dec 21, 2016  Limited","Mar 21, 2017",$1.5M,1h 36m,Sony Pictures Classics,"Datasat, SDDS, Dolby Digital",,
LIKE WATER FOR CHOCOLATE,84,87,,Romance,Spanish,Alfonso Arau,Alfonso Arau,Laura Esquivel,"Feb 27, 1992  Wide","Mar 14, 2000",$14.0M,2h 24m,Miramax Films,"Stereo, Surround",,
LIVE FLESH,87,80,R,Drama,Spanish (Spain),Pedro Almodóvar,Agustín Almodóvar,"Pedro Almodóvar, Ray Loriga, Ruth Rendell","Oct 12, 1997  Original","Aug 1, 2016",,1h 43m,,"Surround, Dolby Digital",35mm,
OPEN YOUR EYES,88,87,R (Some Violence|Some Strong Sexuality|Language),"Drama, Mystery & Thriller",Spanish (Spain),Alejandro Amenábar,"Fernando Bovaira, José Luis Cuerda","Alejandro Amenábar, Mateo Gil","Dec 19, 1997  Original","Aug 21, 2001",$368.2K,1h 57m,Artisan Entertainment,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
TALK TO HER,93,91,R (Sexual Content|Nudity|Some Language),"Drama, Romance",Spanish (Spain),Pedro Almodóvar,Agustín Almodóvar,Pedro Almodóvar,"Nov 22, 2002  Original","May 27, 2003",$9.3M,1h 52m,Sony Pictures Classics,"Surround, Stereo",Scope (2.35:1),
VOLVER,89,91,R (Some Sexual Content|Language),"Comedy, Drama",Spanish (Spain),Pedro Almodóvar,Esther García,Pedro Almodóvar,,"Apr 3, 2007",$12.9M,1h 51m,,Dolby Digital,,
A MAN CALLED OVE,87,91,PG-13 (Some Disturbing Images|Language|Thematic Content),"Comedy, Drama",Swedish,Hannes Holm,"Annica Bellander, Nicklas Wikström Nicastro",Hannes Holm,"Sep 30, 2016  Limited","May 16, 2017",$3.4M,1h 56m,Music Box Films,,,
BORDER,76,97,R (Graphic Nudity|A Bloody Violent Image|Language|Some Sexual Content),"Fantasy, Horror, Mystery & Thriller, Romance",Swedish,Ali Abbasi,"Nina Bisgaard, Peter Gustafsson, Petra Jönsson","Ali Abbasi, Isabella Eklöf, John Ajvide Lindqvist","Oct 26, 2018  Limited","Feb 22, 2019",$771.9K,1h 48m,Neon,Dolby Digital,Scope (2.35:1),
LET THE RIGHT ONE IN,90,98,R (Brief Nudity|Bloody Violence|Disturbing Images|Language),Horror,Swedish,Tomas Alfredson,"Carl Molinder, John Nordling",John Ajvide Lindqvist,"Oct 24, 2008  Limited","Mar 10, 2009",$2.1M,1h 54m,,Dolby SRD,,
SARABAND,87,90,R (Brief Nudity|Violent Images|Language),Drama,Swedish,Ingmar Bergman,,Ingmar Bergman,"Dec 1, 2003  Original","Dec 20, 2005",$645.6K,1h 47m,"Sony Pictures Classics, Sveriges Television (SVT) [se]",Stereo,,
EASY MONEY,63,86,R (Pervasive Language|Drug Content|Some Sexuality|Strong Violence),"Mystery & Thriller, Crime, Drama",Swedish,Daniel Espinosa,Fredrik Wikström,Maria Karlsson,"Jul 11, 2012  Limited","Mar 26, 2013",$188.9K,1h 59m,Weinstein Co.,,,
THE GIRL WITH THE DRAGON TATTOO,87,85,R (Grisly Images|Disturbing Violent Content|Sexual Material|Language|Nudity|Rape),"Mystery & Thriller, Crime, Drama",Swedish,Niels Arden Oplev,Søren Stærmose,"Rasmus Heisterberg, Nikolaj Arcel","Mar 19, 2010  Limited","Jul 6, 2010",$10.1M,2h 32m,Music Box Films,,,
THE SACRIFICE,90,86,PG,Drama,Swedish,Andrei Tarkovsky,Anna-Lena Wibom,Andrei Tarkovsky,"May 9, 1986  Original","Mar 1, 2007",$61.0K,2h 25m,Orion Pictures,,35mm,
THE SEVENTH SEAL,93,93,,"Drama, Fantasy",Swedish,Ingmar Bergman,Allan Ekelund,Ingmar Bergman,"Oct 13, 1956  Original","Dec 4, 2007",,1h 36m,"Criterion Collection, Embassy Pictures, Janus Films",Mono,,
TOGETHER,89,90,R (Nudity|Language|Sexuality),"Comedy, Drama",Swedish,Lukas Moodysson,Lars Jönsson,Lukas Moodysson,"Aug 17, 2001  Wide","Feb 10, 2004",$339,1h 46m,IFC Films,"Dolby SR, Dolby A, DTS, Dolby Stereo, Dolby Digital",Flat (1.85:1),
TEARS OF THE BLACK TIGER,75,75,,"Action, Comedy",Thai,Wisit Sasanatieng,Nonzee Nimibutr,Wisit Sasanatieng,"Jan 12, 2007  Original","Apr 24, 2007",$74.4K,1h 50m,Magnolia Films,,,
BASKIN,47,80,,"Horror, Fantasy",Turkish,Can Evrenol,Muge Buyuktalas,"Can Evrenol, Ercin Sadikoglu, Cem Ozuduru, Ogulcan Eren Akay","Mar 25, 2016  Limited","Aug 9, 2016",,1h 37m,IFC Films,,,
ONCE UPON A TIME IN ANATOLIA,74,93,,Drama,Turkish,Nuri Bilge Ceylan,Zeynep Ozbatur Atakan,"Ercan Kesal, Ebru Ceylan, Nuri Bilge Ceylan","Jan 4, 2012  Limited","May 22, 2012",,2h 37m,Cinema Guild,,,
THE TRIBE,69,88,,"Crime, Drama",Ukrainian,Miroslav Slaboshpitsky,,Miroslav Slaboshpitsky,"Jun 19, 2015  Limited","Feb 23, 2017",$149.8K,2h 10m,Drafthouse Films,,,
