certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
Germany:16, India:A, Indonesia:18+, Norway:12, Singapore:M18, United States:Not Rated;Japan;A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers.;;Animation, Action, Drama;false;;7,7;4202;24;Nijirô Murakami, Fumiyo Kohinata, Kanata Hongô;Inuyashiki (2017);https://www.imdb.com/title/tt6340502/;2017
;Japan;Ever since he was a child, he wanted to become a shadowbroker, a person who operates in the shadows. He trained up his body, doing practically everything possible in the world, until one day on one of his training sessions, he enc...;;Animation, Action, Adventure;false;;7,7;406;24;Seiichiro Yamashita, Asami Seto, Kana Hanazawa;The Eminence in Shadow (2022);https://www.imdb.com/title/tt14115938/;2022
Argentina:16, Australia:M, Finland:K-11, France:12, Iceland:16, India:Not Rated, Ireland:15, Netherlands:16, Netherlands:12, Netherlands:12, New Zealand:PG, Poland:16, Portugal:M/16, Singapore:PG, Spain:13, Sweden:15, United Kingdom:12, United Kingdom:15, United States:Not Rated, Ukraine:16, West Germany:16;Netherlands;Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.;George Sluizer;Mystery, Thriller;false;Spoorloos;7,7;39768;107;Bernard-Pierre Donnadieu, Gene Bervoets, Johanna ter Steege;The Vanishing (1988);https://www.imdb.com/title/tt0096163/;1988
;Russia;"The song quickly gained popularity, so the singer did not hesitate to release the clip. The official video for the song &quot;Watch&quot; appeared on YouTube and other Internet sites on October 14, 2019, and immediately after the release it...";;Music;false;;7,7;13;3;;Polina Gagarina: Smotri (2019);https://www.imdb.com/title/tt11467566/;2019
;Canada;Amélie, a bubbly, engaged and resourceful little girl who talks with animals. Newton, a greedy but endearing cat, with a caustic sense of humour. A united family, but an annoying big brother. Loyal and smart friends. A neighbour s...;;Family;false;;7,6;9;24;Shanti Corbeil-Gauvreau, Cameron Brodeur, Caleb Giroux;Amélie et Compagnie (2017);https://www.imdb.com/title/tt6324066/;2017
;Canada;"A reality television series that throws would-be moms into a wild 48 hour test drive of their parenting skills. Mom&apos;s greatest critics get a chance to walk it like they talk it.";;Family, Reality-TV;false;;7,6;28;46;Nicole Oliver, Charlie David, Dagmar Midcap;Crash Test Mommy (2004);https://www.imdb.com/title/tt0424744/;2004
Germany:0;Czechoslovakia;This witty and charming, Pop-Art fairy tale featuring Czech pop-cultural icons, singers Helena Vondrácková and Václav Neckár in the lead roles as The Insanely Sad Princes Helena and the prince Václav in disguise, is a typical repr...;Borivoj Zeman;Comedy, Family, Fantasy;false;Sílene smutná princezna;7,6;718;86;Helena Vondrácková, Václav Neckár, Bohus Záhorský;The Incredibly Sad Princess (1968);https://www.imdb.com/title/tt0232750/;1968
Argentina:Atp, West Germany:0;Czechoslovakia;The Feather Fairy lives in the sky and gives snow to the people. She lives with a boy called Jakob, who one day ventures into the human world and falls for a peasant girl.;Juraj Jakubisko;Comedy, Fantasy, Romance;false;;7,6;1223;90;Giulietta Masina, Petra Vancíková, Tobias Hoesl;Perinbaba (1985);https://www.imdb.com/title/tt0089800/;1985
Singapore:PG, United States:Not Rated;Denmark;A couple embarks on a journey home for Chinese new year along with 130 million other migrant workers, to reunite with their children and struggle for a future. Their unseen story plays out as China soars towards being a world supe...;Lixin Fan;Documentary, Drama;false;Gui tu lie che;7,6;3621;85;Changhua Zhang, Yang Zhang, Suqin Chen;Last Train Home (2009);https://www.imdb.com/title/tt1512201/;2009
Argentina:16, Australia:MA15+, Brazil:14, Chile:14, Denmark:15, Finland:K-13, Germany:12, Ireland:15A, Italy:T, Japan:PG12, Mexico:B15, Netherlands:12, New Zealand:R16, Norway:15, Poland:16, Portugal:M/16, Singapore:NC-16, South Korea:12, Sweden:15, Switzerland:14, Switzerland:14, United Kingdom:15, United States:R;Denmark;The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.;Susanne Bier;Drama, Romance;false;Hævnen;7,6;40417;118;Mikael Persbrandt, Trine Dyrholm, Markus Rygaard;In a Better World (2010);https://www.imdb.com/title/tt1340107/;2010
Argentina:13, Australia:M, Brazil:12, Canada:PG, Finland:K-7, Germany:12, Hungary:14, Iceland:12, Italy:T, Netherlands:12, New Zealand:M, Norway:11, Portugal:M/12, Russia:12+, Singapore:PG, South Korea:12, Sweden:7, Switzerland:10, Switzerland:10, Switzerland:12, United Kingdom:12A, United Kingdom:12, United States:PG-13;Finland;M arrives in Helsinki only to be viciously attacked by thugs and pronounced dead by medics. He revives but with no memory of his past or his identity. He rebuilds his life from scratch, but the past inevitably catches up with him.;Aki Kaurismäki;Comedy, Drama, Romance;false;Mies vailla menneisyyttä;7,6;23743;97;Markku Peltola, Kati Outinen, Annikki Tähti;The Man Without a Past (2002);https://www.imdb.com/title/tt0311519/;2002
;France;"More than 40 years after making &quot;Cléo de 5 à 7,&quot; Agnès Varda invites her star, two other cast members, and her assistant directors to look back. She takes us through the film, from opening scene to the end, visiting its Paris loca...";Agnès Varda;Short, Fantasy;false;Cléo de 5 à 7: souvenirs et anecdotes;7,6;224;36;Éric Berlouin, Dorothée Blanck, Antoine Bourseiller;Cléo from 5 to 7: Remembrances and Anecdotes (2005);https://www.imdb.com/title/tt0495819/;2005
Argentina:16, Australia:M, Brazil:10, Canada:G, Finland:K-7, Finland:K-16, Finland:(Banned), France:Tous publics, Hong Kong:I, Italy:T, Japan:G, Mexico:B, Norway:12, Norway:16, Portugal:M/12, Singapore:PG, United Kingdom:PG, United States:Not Rated, West Germany:16;France;"Michel passes the time by picking pockets, careful to never be caught despite being watched by the police. His friend Jacques may suspect, while both men may have their eyes on Jeanne, the pretty neighbor of Michel&apos;s ailing mother.";Robert Bresson;Crime, Drama;false;;7,6;23072;76;Martin LaSalle, Marika Green, Jean Pélégri;Pickpocket (1959);https://www.imdb.com/title/tt0053168/;1959
;France;The indigenous population of Canada fell victim to a cultural genocide. The re-education was cruel until 1996: children were torn from their parents and taken to boarding schools. These Indian residential schools were mostly run b...;Gwenlaouen Le Gouil;Documentary, History;false;"Tuer l&apos;indien dans le coeur de l&apos;enfant";7,6;31;73;Gwenlaouen Le Gouil, Stéphane Bittoun, Charlie Angus;Killing the Indian in the Child (2021);https://www.imdb.com/title/tt14432710/;2021
France:10, Norway:12;France;"Lyes is ripped away from the foster mother who&apos;d raised him since he was a baby and hoped to adopt him. He gets thrown into the violent world of group homes run by the System, which doesn&apos;t want to cut his tie with his biological ...";Akim Isker;Biography, Drama;false;;7,6;35;98;Yassine Chorfa, Abdelmadjid Guemri, Moncef Farfar;L'enfant de personne (2021);https://www.imdb.com/title/tt14118848/;2021
;France;A girl arrives at her audition ten minutes early. Finding it difficult to learn her lines, she approaches a man nearby for help.;Pierre-Olivier Mornas;Short, Drama;false;"On s&apos;embrasse?";7,6;229;6;Jean-Luc Abel, Alice Carel, Marie Parouty;Shall We Kiss? (2000);https://www.imdb.com/title/tt0351518/;2000
Argentina:13, France:13, Germany:12, India:16, Israel:16, Italy:VM14, Singapore:M18, Spain:14, United Kingdom:15, United Arab Emirates:13+;India;"&quot;A father&apos;s love can save a life... or take one,&quot; sets the tone for a dark and gritty series.";;Drama, Thriller;false;;7,6;17306;46;Abhishek Bachchan, Amit Sadh, Nithya Menen;Breathe: Into the Shadows (2020);https://www.imdb.com/title/tt12405230/;2020
Argentina:16, Australia:G, Canada:PG, Canada:G, Colombia:15, France:Tous publics, Germany:12, Mexico:B15, New Zealand:M, United States:PG;Japan;The universe is thrown into dimensional chaos as the dead come back to life. Now Goku and Vegeta must track down the cause of this uproar.;Shigeyasu Yamauchi;Animation, Action, Sci-Fi;false;Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta;7,6;11119;51;Masako Nozawa, Ryô Horikawa, Takeshi Kusao;Dragon Ball Z: Revival Fusion (1995);https://www.imdb.com/title/tt0142236/;1995
Argentina:Atp, Indonesia:13+, Philippines:13+, Singapore:PG13, United States:TV-14;Japan;"Kotoko Aihara, a high school girl who isn&apos;t that smart has to follow her father&apos;s decision after her father decides to live temporarily with his friend. She is surprised to learn that the boy who she falls in love with lives there...";;Comedy, Drama, Romance;false;Itazura na Kiss: Love in Tokyo;7,6;1396;49;Honoka Miki, Yûki Furukawa, Tomomi Nishimura;Mischievous Kiss: Love in Tokyo (2013);https://www.imdb.com/title/tt2772104/;2013
Australia:MA15+, Canada:18A, Canada:14A, Canada:13+, China:(Banned), Germany:16, Italy:VM14, New Zealand:R13, Russia:18+, Russia:(Banned), South Korea:19, Spain:16, United Kingdom:15, United States:TV-MA;Japan;After being tortured and transformed, Kaneki leaves Anteku and joins Aogiri tree in order to protect his friends. While he tries to get stronger, Touka decides to enroll in college while they all try to recover from Kaneki leaving.;;Animation, Action, Drama;false;;7,6;15360;24;Brina Palencia, Austin Tindle, Michelle Rojas;Tokyo Ghoul: Root A (2015);https://www.imdb.com/title/tt5497534/;2015
;Netherlands;"The Battle of Algiers is one of the most celebrated films of all time. Made in 1966, it documented Algeria&apos;s war for independence. Returning to the roots of the production and the personalities involved, this documentary explores ...";Malek Bensmaïl;Documentary;false;;7,6;30;117;;The Battle of Algiers, a Film Within History (2017);https://www.imdb.com/title/tt8050084/;2017
;Netherlands;Explore the real-life stories of the men and women who inspired The Long Road Home as they face the challenges of putting their lives back together.;;Documentary;false;;7,6;20;46;Connie Abrams, Amber Aguero, Shane Aguiro;Heroes of the Long Road Home (2017);https://www.imdb.com/title/tt7799170/;2017
Argentina:13, Australia:M, Brazil:16, Canada:TV-14, France:16, Germany:12, India:16, Indonesia:16+, Italy:T, Mexico:16, Netherlands:12, Norway:12, Philippines:16+, Poland:16, Singapore:NC16, South Korea:15, Spain:16, Thailand:16+, Turkey:16+, United Kingdom:15, United States:TV-14;South Korea;A whodunit variety show featuring some of of the biggest names in K-Pop and K-Drama.;;Comedy, Reality-TV;false;Busted! I Know Who You Are!;7,6;984;90;Yoo Jae-suk, Park Min-Young, Se-hun Oh;Busted! (2018);https://www.imdb.com/title/tt8328460/;2018
Canada:14+;Australia;"Consumed by her career, Wendy never imagined going out with Jack. She never imagined spending any time with him at all, but she&apos;s about to witness events that will change her mind. She&apos;s about to experience her life played out bef...";Michael Spierig, Peter Spierig;Drama, Short;false;;7,5;161;13;Robyn Moore, Michael Priest;The Big Picture (2000);https://www.imdb.com/title/tt0459208/;2000
Australia:G, Australia:G, New Zealand:G;Australia;"With sparkle, laughter and sing-along songs, &apos;The Fairies&apos; follows the lives of two beautiful fairies, Harmony and Rhapsody who live at the Bottom of the Garden in Fairyland. In Fairyland you will also find Elf the Fairycake Maker...";;Family, Fantasy;false;;7,5;52;30;Candice Moll, Ruth Natalie Fallon, PJ Oaten;The Fairies (2005);https://www.imdb.com/title/tt0477407/;2005
Argentina:13, Australia:M, Canada:PG, Canada:G, France:Tous Public, Germany:0, Hong Kong:IIA, Hungary:12, Ireland:12A, Italy:T, Japan:G, Mexico:B, Netherlands:6, New Zealand:M, Portugal:M/12, Singapore:PG13, South Africa:10, South Korea:12, Spain:7, Switzerland:10, Switzerland:10, United Kingdom:12A, United Kingdom:12, United States:PG-13;Belgium;At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.;Philippe Falardeau;Comedy, Drama;false;;7,5;20599;95;Mohamed Fellag, Sophie Nélisse, Émilien Néron;Monsieur Lazhar (2011);https://www.imdb.com/title/tt2011971/;2011
;Brazil;"Brazil&apos;s history during the 20th Century serves as a background to Luiz Carlos Prestes&apos;s curious course. The Knight of Hope, as he was known, took part in the epic march of rebellious soldiers in the &apos;20s, when he could testify Br...";Toni Venturi;Documentary, Biography, History;false;;7,5;124;105;Jorge Amado, Olga Benario, Arthur Bernardes;O Velho: A História de Luiz Carlos Prestes (1997);https://www.imdb.com/title/tt0287782/;1997
;Canada;Cache Craze is a high-octane treasure hunt featuring challenges that are typical for a game show. This fast-paced reality competition features teams tracking down caches with the help of GPS technology. Each week, teams explore ne...;;Game-Show;false;;7,5;16;;Dylan Farberman, Aaron Farberman, Amber-Jane Madeline Francis;Cache Craze (2013);https://www.imdb.com/title/tt2820700/;2013
;Canada;After 30 years of the War on Drugs, illegal narcotics have gone down in price, up in purity and availability, and way way up in demand. The heroes of this film are veterans of the Drug War, and they urge us to consider ending drug...;Connie Littlefield;Documentary;false;;7,5;26;55;Larry Campbell, Frank Serpico;Damage Done: The Drug War Odyssey (2006);https://www.imdb.com/title/tt0948435/;2006
;Canada;Tiricia is a disease of the soul when the heart is sad. The story of three generations suffering from depression: Ita, Justa and Alicia - grandmother, mother and daughter - who suffered at different times, suffered and tolerated a...;Ángeles Cruz;Short, Drama;false;La tiricia o de comó curar la tristeza;7,5;16;10;Myriam Bravo, Noé Hernández, Dunia Cruz;The Doldrums or How to Cure Sadness (2012);https://www.imdb.com/title/tt2407912/;2012
Argentina:13, Argentina:16, Australia:MA15+, Belgium:KT/EA, Brazil:16, Canada:14A, Canada:13+, Denmark:15, France:Tous publics, Germany:16, Iceland:16, Italy:T, Netherlands:12, New Zealand:R16, Norway:15, Singapore:NC-16, South Korea:15, Sweden:15, Switzerland:14, Switzerland:14, United Kingdom:15, United States:R;Denmark;Two brothers must negotiate changing roles and shifting family dynamics when one is sent to war in Afghanistan.;Susanne Bier;Drama, War;false;Brødre;7,5;11402;117;Ulrich Thomsen, Nikolaj Lie Kaas, Connie Nielsen;Brothers (2004);https://www.imdb.com/title/tt0386342/;2004
Argentina:16, Australia:M, Brazil:14, Colombia:12, Denmark:11, Finland:K-12, France:Tous publics, Germany:12, Hong Kong:IIB, Hungary:16, Ireland:15A, Italy:T, Japan:PG12, Lithuania:N-13, Mexico:B, Netherlands:12, New Zealand:M, Norway:11, Poland:16, Portugal:M/12, Singapore:M18, South Korea:18, Spain:12, Sweden:11, Switzerland:12, Switzerland:12, Turkey:13A, United Kingdom:15, United States:R;Denmark;A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.;Nikolaj Arcel;Biography, Drama, History;false;En kongelig affære;7,5;48128;137;Alicia Vikander, Mads Mikkelsen, Mikkel Boe Følsgaard;A Royal Affair (2012);https://www.imdb.com/title/tt1276419/;2012
France:Tous publics;France;Summertime in Chambéry. 17-year-old Jean is ill. No one knows it. Everyone sees it.;Jean-Baptiste de Laubier;Short, Drama;false;;7,5;18;32;Pierre-Alain Claver, Benjamin Folliet, Rohan Sisti;Cache ta joie (2006);https://www.imdb.com/title/tt0481810/;2006
Finland:S, Finland:K-3, France:Tous publics, Italy:T, Singapore:PG, Sweden:Btl, United Kingdom:U, United States:Not Rated, West Germany:12;France;After fifteen years of average married life and stifling in-laws, a businessman undergoes a midlife crisis and pursues his attractive young secretary.;Pierre Étaix;Comedy, Romance;false;Le grand amour;7,5;1262;87;Pierre Étaix, Annie Fratellini, Nicole Calfan;Le Grand Amour (1969);https://www.imdb.com/title/tt0064390/;1969
Germany:0, United States:Not Rated;France;A sensitive portrait of Sabine Bonnaire, the autistic sister of the french actress Sandrine Bonnaire.;Sandrine Bonnaire;Documentary;false;;7,5;473;85;Sabine Bonnaire, Sandrine Bonnaire;Elle s'appelle Sabine (2007);https://www.imdb.com/title/tt1031928/;2007
United Kingdom:PG;Germany;The boyhood adventures of the greatest action hero of all time: Indiana Jones. Young Indy travels the world, meeting some of the greatest figures of the early 20th century, and participating in the events that helped shape history.;;Action, Adventure, Family;false;;7,5;460;90;Sean Patrick Flanery, Ronny Coutteure, Margaret Tyzack;The Adventures of Young Indiana Jones (2002);https://www.imdb.com/title/tt9733630/;2002
Argentina:13, Finland:K-12, Netherlands:12, South Korea:18, Taiwan:R-15;Hungary;"Liza&apos;s a nurse, seeking love. Her only company is a long-dead Japanese pop star, who turns her into a fox-fairy out of jealousy. Now, every men who desires Liza shall die horribly. Can she overcome the curse?";Károly Ujj Mészáros;Comedy, Fantasy, Romance;false;Liza, a rókatündér;7,5;9100;98;Mónika Balsai, Szabolcs Bede Fazekas, David Sakurai;Liza the Fox-Fairy (2015);https://www.imdb.com/title/tt2210769/;2015
;Japan;Fifteen years after the events of Resident Evil: Village, Rosemary Winters, daughter of Ethan and Mia Winters, enters the consciousness of the Megamycete in search of a way to remove her powers and give herself the normal life she...;;Action, Adventure, Horror;false;;7,5;116;;Aaron LaPlante, Michelle Lukes, Conner Marx;Resident Evil Village: Shadows of Rose (2022);https://www.imdb.com/title/tt23114588/;2022
Argentina:13, Australia:PG, France:Tous publics, Hong Kong:IIB, Iceland:L, India:U, Italy:T, Japan:G, Netherlands:12, Norway:11, Portugal:M/12, Singapore:PG, South Korea:12, Taiwan:PG-12, United Kingdom:12, United States:PG-13;Japan;An ordinary Japanese family slowly disintegrates after its patriarch loses his job at a prominent company.;Kiyoshi Kurosawa;Drama;false;;7,5;10856;2;Teruyuki Kagawa, Kyôko Koizumi, Yû Koyanagi;Tokyo Sonata (2008);https://www.imdb.com/title/tt0938341/;2008
Netherlands:12;Netherlands;Following WWII, the Dutch judge Röling becomes one of the eleven Allied judges on the Tokyo War Crimes Tribunal. The political, professional, and personal conflicts cause this to be the most important of his life.;Rob W. King, Pieter Verhoeff;Drama;false;;7,5;273;105;Stacy Keach, Tim Ahern, Paul Freeman;Tokyo Trial (2017);https://www.imdb.com/title/tt7854302/;2017
Argentina:Atp, Finland:K-11, France:Tous publics, Germany:6, Iceland:L, Netherlands:AL, Norway:11, Spain:13, Spain:A, Sweden:7, Switzerland:7, Switzerland:7, Switzerland:12, United Kingdom:15, United States:R;Norway;When his mother, who has sheltered him his entire 40 years, dies, sensitive would-be poet Elling is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and woman-obsessed virgin in his 40s. After two y...;Petter Næss;Comedy, Drama;false;;7,5;15208;89;Per Christian Ellefsen, Sven Nordin, Marit Pia Jacobsen;Elling (2001);https://www.imdb.com/title/tt0279064/;2001
;Serbia;"Jovana has recently moved out of her family home to live alone. On a summer&apos;s day, she decides to make a surprise visit to her family. She arrives to find her mother down and depressed, and decides to take her out for a beer.";Jelena Gavrilovic;Short, Drama;false;Sve je vise stvari koje dolaze;7,5;26;23;Ana Mandic, Draginja Voganjac, Ljubica Nedic;With Many Things to Come (2015);https://www.imdb.com/title/tt4983464/;2015
Argentina:18, Australia:MA15+, Canada:18A, Canada:13+, France:12, France:Tous publics, Japan:R15+, Singapore:R21, South Korea:18, United Kingdom:18, United States:Not Rated;South Korea;A bitter loan shark strikes a friendship with a troubled schoolgirl as he faces his own troubled past with his abusive father.;Yang Ik-joon;Crime, Drama;false;Ddongpari;7,5;5368;130;Kkobbi Kim, Hwan Lee, Yang Ik-joon;Breathless (2008);https://www.imdb.com/title/tt1373120/;2008
Russia:12+;Soviet Union;A single mother is confused by the changes in her teenage son, who has become distant since spending summer vacation with his father.;Kira Muratova;Drama;false;Dolgie provody;7,5;780;97;Zinaida Sharko, Oleg Vladimirsky, Yuriy Kayurov;The Long Farewell (1971);https://www.imdb.com/title/tt0092905/;1971
Spain:12, United Kingdom:15;Spain;A man ends up in hospital after a car accident. He does not remember his name, but it is soon discovered he is a famous attorney. To make things worse, the police start to suspect him of having murdered his missing niece.;;Thriller;false;Sé quién eres;7,5;1503;70;Francesc Garrido, Blanca Portillo, Aida Folch;I Know Who You Are (2017);https://www.imdb.com/title/tt4888908/;2017
;Australia;In a future without breathable air, a maintenance man disenchanted with the system begins to question his place in the world.;David P. Norris;Short, Sci-Fi;false;;7,4;11;20;Richard Davies, Jane Harber, Jeremy Kewley;Oxygen (2009);https://www.imdb.com/title/tt1451405/;2009
Canada:14A, Canada:14A, Netherlands:12, Norway:7, Singapore:NC16, South Korea:15, Spain:13, United States:PG-13;Belgium;An exposé of rape crimes on U.S. college campuses, their institutional cover-ups, and the devastating toll they take on students and their families.;Kirby Dick;Documentary;false;;7,4;6345;103;Andrea Pino, Annie Clark, Claire Potter;The Hunting Ground (2015);https://www.imdb.com/title/tt4185572/;2015
Argentina:Atp, Australia:PG, Brazil:Livre, Canada:PG, Chile:I7, France:Tous publics, Italy:T, Malaysia:U, Netherlands:6, Portugal:M/6, Sweden:Btl, Switzerland:7, Switzerland:7, United Kingdom:PG, United States:Not Rated, United States:TV-PG;Belgium;"Cowboy and Indian&apos;s only wish was to come up with a brilliant idea for Mr Horse&apos;s birthday, but when their plan ends up in utter disaster, they&apos;ll need to travel the world and back to make things right again.";Stéphane Aubier, Vincent Patar;Animation, Adventure, Comedy;false;Panique au village;7,4;8308;75;Stéphane Aubier, Jeanne Balibar, Nicolas Buysse;A Town Called Panic (2009);https://www.imdb.com/title/tt1433540/;2009
Argentina:13, Brazil:14, France:Tous publics, Germany:12, Hong Kong:IIA, Hungary:12, Ireland:12A, Italy:T, Mexico:B, Netherlands:12, Norway:11, Portugal:M/12, Singapore:PG13, South Korea:12, Sweden:11, Switzerland:10, Switzerland:10, United Kingdom:12A, United Kingdom:12, United States:PG-13;Belgium;Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hair-dresser agrees to foster him on week-ends.;Jean-Pierre Dardenne, Luc Dardenne;Drama;false;Le gamin au vélo;7,4;27782;87;Thomas Doret, Cécile de France, Jérémie Renier;The Kid with a Bike (2011);https://www.imdb.com/title/tt1827512/;2011
Argentina:16, Australia:M, Belgium:KT/EA, Brazil:12, Brazil:16, Chile:14, Czechia:15, Finland:K-11, France:Tous Public, Germany:12, Hong Kong:IIA, Hungary:16, Mexico:B, Netherlands:AL, New Zealand:R13, Norway:11, Portugal:M/12, Russia:16+, Singapore:PG, South Korea:12, Sweden:11, Switzerland:14, Switzerland:14, Taiwan:GP, United Kingdom:12A, United States:R;Belgium;Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.;Jean-Pierre Dardenne, Luc Dardenne;Crime, Drama, Romance;false;"L&apos;enfant";7,4;18866;95;Jérémie Renier, Déborah François, Jérémie Segard;The Child (2005);https://www.imdb.com/title/tt0456396/;2005
France:Tous publics, Singapore:R(A), Singapore:M18, South Korea:15, Spain:13, United Kingdom:15, United States:Unrated;China;A small town pickpocket whose friends have moved on to higher trades finds himself bitter and unable to adapt.;Zhangke Jia;Drama;false;Xiao Wu;7,4;2900;108;Hongwei Wang, Hongjian Hao, Baitao Zuo;Pickpocket (1997);https://www.imdb.com/title/tt0144020/;1997
Argentina:Atp, Australia:M, Brazil:12, Canada:G, Czechia:U, France:Tous publics, Japan:G, Netherlands:9, New Zealand:PG, Spain:Not Rated, United Kingdom:PG, United States:Not Rated;Czechoslovakia;A surrealistic revision of Alice in Wonderland.;Jan Svankmajer;Animation, Adventure, Fantasy;false;Neco z Alenky;7,4;13064;86;Kristýna Kohoutová, Camilla Power;Alice (1988);https://www.imdb.com/title/tt0095715/;1988
France:Tous publics, Singapore:PG13, South Korea:12;France;At the age of 40, Leila has spent her entire life caring for her parents and four brothers. A family that is constantly arguing and under pressure from various debts in the face of sanctions against Iran. While her brothers are st...;Saeed Roustayi;Drama;false;Baradaran-e Leila;7,4;1187;165;Taraneh Alidoosti, Saeed Poursamimi, Navid Mohammadzadeh;Leila's Brothers (2022);https://www.imdb.com/title/tt19653180/;2022
Australia:PG, Italy:T, Mexico:B, Singapore:PG, South Korea:12, Switzerland:7, Switzerland:7, United States:Not Rated;France;The two men embark on parallel, if separate, journeys. Their yearning is a common one--for a better and different life. Dondup, delayed by the timeless pace of his village, is forced to hitchhike through the beautiful wild country...;Khyentse Norbu;Adventure, Drama;false;"Travellers &amp; Magicians";7,4;2264;108;Tshewang Dendup, Gup Kado Duba, Dasho Kado;Travelers and Magicians (2003);https://www.imdb.com/title/tt0378906/;2003
;France;"Australia, California, Siberia, Sweden, Portugal, Greece, Amazonia...: for more than a decade, the litany of &quot;megafires&quot; has been in the news, so frequently now that one catastrophe chases the previous one in people&apos;s minds. Many ...";Cosima Dannoritzer;Documentary;false;Incendies géants: enquête sur un nouveau fléau;7,4;31;94;;Megafires (2019);https://www.imdb.com/title/tt11692244/;2019
Germany:Not Rated, Sweden:Btl;France;As unemployment rises, a busy human resources agency teaches clients, mostly inexperienced young people, how to become more appealing to potential employers. Some accept this as necessary evil, others condemn it as excessive confo...;Claudine Bories, Patrice Chagnard;Documentary;false;Les règles du jeu;7,4;57;106;;Rules of the Game (2014);https://www.imdb.com/title/tt3756858/;2014
Australia:G, Belgium:KT/EA, Brazil:10, Canada:PG, Canada:G, France:Tous publics, Germany:6, Italy:T, Japan:G, Netherlands:AL, New Zealand:M, Norway:A, Poland:12, Singapore:NC-16, South Korea:12, Spain:A, Sweden:Btl, Switzerland:10, Switzerland:10, United Kingdom:U, United States:Not Rated;France;A family moves into a new neighborhood, and a 10-year-old named Laure deliberately presents as a boy named Mikhael to the neighborhood children.;Céline Sciamma;Drama;false;;7,4;21061;82;Zoé Héran, Malonn Lévana, Jeanne Disson;Tomboy (2011);https://www.imdb.com/title/tt1847731/;2011
Argentina:13, Australia:PG, Canada:G, Finland:K-7, France:Tous publics, Germany:6, Hong Kong:IIA, Ireland:PG, Netherlands:AL, New Zealand:M, Portugal:M/12, Russia:12+, South Korea:12, Sweden:7, Switzerland:10, Switzerland:10, United Kingdom:12, United States:Unrated;France;In 1912 German collector Wilhelm Uhde rents a flat in Senlis to write and take a break from Parisian life. He hires a 48-year old cleaning lady, Séraphine. Some time later, he notices a small painting on wood at a local notable home.;Martin Provost;Biography, Drama;false;Séraphine;7,4;6319;125;Yolande Moreau, Ulrich Tukur, Anne Bennent;Seraphine (2008);https://www.imdb.com/title/tt1048171/;2008
Argentina:13, Australia:M, Brazil:14, Canada:14A, France:Tous publics, Italy:T, Netherlands:12, Portugal:M/12, Singapore:NC-16, Sweden:7, Switzerland:7, Switzerland:7, United States:Not Rated;France;"In southern France, a Franco-Arabic shipyard worker along with his partner&apos;s daughter pursues his dream of opening a restaurant.";Abdellatif Kechiche;Drama;false;La graine et le mulet;7,4;7610;151;Habib Boufares, Hafsia Herzi, Farida Benkhetache;The Secret of the Grain (2007);https://www.imdb.com/title/tt0487419/;2007
Australia:R18+, Brazil:16, Canada:18A, Denmark:15, France:Tous publics avec avertissement, Germany:12, Ireland:18, Italy:VM14, Japan:G, Netherlands:12, New Zealand:R16, Norway:15, Philippines:R-16, Poland:16, Portugal:M/16, Russia:18+, Singapore:R21, Spain:16, Sweden:15, Switzerland:14, Taiwan:18+, Turkey:18+, United Kingdom:15, United States:R;France;"An adaptation of Annie Ernaux&apos;s novel of the same name, looking back on her experience with abortion when it was still illegal in France in the 1960s.";Audrey Diwan;Drama;false;"L&apos;événement";7,4;7223;100;Anamaria Vartolomei, Kacey Mottet Klein, Luàna Bajrami;Happening (2021);https://www.imdb.com/title/tt13880104/;2021
France:Tous publics;France;One cold winter day, the postman Grand-Jacques sees a wicker basket slowly fall from the sky, and inside the basket is a baby! The baby Charlie goes everywhere with his rattle and it holds a number of secrets.;Jacques-Rémy Girerd;Animation, Short, Family;false;;7,4;49;26;Bernard Latham, Nicholas McGaughey, Christine Pritchard;L'enfant au grelot (1998);https://www.imdb.com/title/tt0173802/;1998
;Germany;Every cinema has a story - a tale of loneliness, friendship, hope and unfulfilled dreams.;Alexandru Belc;Documentary;false;;7,4;172;70;Cornelia Chelmu, Lorena Cosau, Gheorghe Purice;Cinema, mon amour (2015);https://www.imdb.com/title/tt5130530/;2015
